,2P,2P%,2PA,3P,3P%,3PA,3PAr,AST,AST%,Age_x,Age_y,BLK,BLK%,BPM,DBPM,DRB,DRB%,DWS,FG,FG%,FGA,FT,FT%,FTA,FTr,GS,G_x,G_y,Lg_x,Lg_y,MP_x,MP_y,OBPM,ORB,ORB%,OWS,PER,PF,PTS,Player,Pos_x,Pos_y,STL,STL%,Season,TOV,TOV%,TRB,TRB%,TS%,Tm_x,Tm_y,USG%,Unnamed: 100_x,Unnamed: 100_y,Unnamed: 101_x,Unnamed: 101_y,Unnamed: 102_x,Unnamed: 102_y,Unnamed: 103_x,Unnamed: 103_y,Unnamed: 104_x,Unnamed: 104_y,Unnamed: 105_x,Unnamed: 105_y,Unnamed: 106_x,Unnamed: 106_y,Unnamed: 107_x,Unnamed: 107_y,Unnamed: 108_x,Unnamed: 108_y,Unnamed: 109_x,Unnamed: 109_y,Unnamed: 110_x,Unnamed: 110_y,Unnamed: 111_x,Unnamed: 111_y,Unnamed: 112_x,Unnamed: 112_y,Unnamed: 113_x,Unnamed: 113_y,Unnamed: 114_x,Unnamed: 114_y,Unnamed: 115_x,Unnamed: 115_y,Unnamed: 116,Unnamed: 116_x,Unnamed: 116_y,Unnamed: 117,Unnamed: 117_x,Unnamed: 117_y,Unnamed: 118,Unnamed: 118_x,Unnamed: 118_y,Unnamed: 119,Unnamed: 119_x,Unnamed: 119_y,Unnamed: 120_x,Unnamed: 120_y,Unnamed: 121_x,Unnamed: 121_y,Unnamed: 122_x,Unnamed: 122_y,Unnamed: 123_x,Unnamed: 123_y,Unnamed: 124_x,Unnamed: 124_y,Unnamed: 125_x,Unnamed: 125_y,Unnamed: 126_x,Unnamed: 126_y,Unnamed: 127_x,Unnamed: 127_y,Unnamed: 128_x,Unnamed: 128_y,Unnamed: 129_x,Unnamed: 129_y,Unnamed: 130_x,Unnamed: 130_y,Unnamed: 131_x,Unnamed: 131_y,Unnamed: 132_x,Unnamed: 132_y,Unnamed: 133_x,Unnamed: 133_y,Unnamed: 134_x,Unnamed: 134_y,Unnamed: 135_x,Unnamed: 135_y,Unnamed: 136_x,Unnamed: 136_y,Unnamed: 137_x,Unnamed: 137_y,Unnamed: 138_x,Unnamed: 138_y,Unnamed: 139_x,Unnamed: 139_y,Unnamed: 140_x,Unnamed: 140_y,Unnamed: 141_x,Unnamed: 141_y,Unnamed: 142_x,Unnamed: 142_y,Unnamed: 143_x,Unnamed: 143_y,Unnamed: 144_x,Unnamed: 144_y,Unnamed: 145,Unnamed: 145_x,Unnamed: 145_y,Unnamed: 146,Unnamed: 146_x,Unnamed: 146_y,Unnamed: 147,Unnamed: 147_x,Unnamed: 147_y,Unnamed: 148,Unnamed: 148_x,Unnamed: 148_y,Unnamed: 149,Unnamed: 149_x,Unnamed: 149_y,Unnamed: 150_x,Unnamed: 150_y,Unnamed: 151_x,Unnamed: 151_y,Unnamed: 152_x,Unnamed: 152_y,Unnamed: 153_x,Unnamed: 153_y,Unnamed: 154_x,Unnamed: 154_y,Unnamed: 155_x,Unnamed: 155_y,Unnamed: 156_x,Unnamed: 156_y,Unnamed: 157_x,Unnamed: 157_y,Unnamed: 158_x,Unnamed: 158_y,Unnamed: 159_x,Unnamed: 159_y,Unnamed: 160_x,Unnamed: 160_y,Unnamed: 161_x,Unnamed: 161_y,Unnamed: 162_x,Unnamed: 162_y,Unnamed: 163_x,Unnamed: 163_y,Unnamed: 164_x,Unnamed: 164_y,Unnamed: 165_x,Unnamed: 165_y,Unnamed: 166_x,Unnamed: 166_y,Unnamed: 167_x,Unnamed: 167_y,Unnamed: 168_x,Unnamed: 168_y,Unnamed: 169_x,Unnamed: 169_y,Unnamed: 170_x,Unnamed: 170_y,Unnamed: 171_x,Unnamed: 171_y,Unnamed: 172_x,Unnamed: 172_y,Unnamed: 173_x,Unnamed: 173_y,Unnamed: 174,Unnamed: 174_x,Unnamed: 174_y,Unnamed: 175,Unnamed: 175_x,Unnamed: 175_y,Unnamed: 176,Unnamed: 176_x,Unnamed: 176_y,Unnamed: 177,Unnamed: 177_x,Unnamed: 177_y,Unnamed: 178,Unnamed: 178_x,Unnamed: 178_y,Unnamed: 179,Unnamed: 179_x,Unnamed: 179_y,Unnamed: 180_x,Unnamed: 180_y,Unnamed: 181_x,Unnamed: 181_y,Unnamed: 182_x,Unnamed: 182_y,Unnamed: 183_x,Unnamed: 183_y,Unnamed: 184_x,Unnamed: 184_y,Unnamed: 185_x,Unnamed: 185_y,Unnamed: 186_x,Unnamed: 186_y,Unnamed: 187_x,Unnamed: 187_y,Unnamed: 188_x,Unnamed: 188_y,Unnamed: 189_x,Unnamed: 189_y,Unnamed: 19,Unnamed: 190_x,Unnamed: 190_y,Unnamed: 191_x,Unnamed: 191_y,Unnamed: 192_x,Unnamed: 192_y,Unnamed: 193_x,Unnamed: 193_y,Unnamed: 194_x,Unnamed: 194_y,Unnamed: 195_x,Unnamed: 195_y,Unnamed: 196_x,Unnamed: 196_y,Unnamed: 197_x,Unnamed: 197_y,Unnamed: 198_x,Unnamed: 198_y,Unnamed: 199_x,Unnamed: 199_y,Unnamed: 200_x,Unnamed: 200_y,Unnamed: 201_x,Unnamed: 201_y,Unnamed: 202_x,Unnamed: 202_y,Unnamed: 203,Unnamed: 203_x,Unnamed: 203_y,Unnamed: 204,Unnamed: 204_x,Unnamed: 204_y,Unnamed: 205,Unnamed: 205_x,Unnamed: 205_y,Unnamed: 206,Unnamed: 206_x,Unnamed: 206_y,Unnamed: 207,Unnamed: 207_x,Unnamed: 207_y,Unnamed: 208,Unnamed: 208_x,Unnamed: 208_y,Unnamed: 209,Unnamed: 209_x,Unnamed: 209_y,Unnamed: 210_x,Unnamed: 210_y,Unnamed: 211_x,Unnamed: 211_y,Unnamed: 212_x,Unnamed: 212_y,Unnamed: 213_x,Unnamed: 213_y,Unnamed: 214_x,Unnamed: 214_y,Unnamed: 215_x,Unnamed: 215_y,Unnamed: 216_x,Unnamed: 216_y,Unnamed: 217_x,Unnamed: 217_y,Unnamed: 218_x,Unnamed: 218_y,Unnamed: 219_x,Unnamed: 219_y,Unnamed: 220_x,Unnamed: 220_y,Unnamed: 221_x,Unnamed: 221_y,Unnamed: 222_x,Unnamed: 222_y,Unnamed: 223_x,Unnamed: 223_y,Unnamed: 224_x,Unnamed: 224_y,Unnamed: 225_x,Unnamed: 225_y,Unnamed: 226_x,Unnamed: 226_y,Unnamed: 227_x,Unnamed: 227_y,Unnamed: 228_x,Unnamed: 228_y,Unnamed: 229_x,Unnamed: 229_y,Unnamed: 230_x,Unnamed: 230_y,Unnamed: 231_x,Unnamed: 231_y,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 24,Unnamed: 29,Unnamed: 30_x,Unnamed: 30_y,Unnamed: 31_x,Unnamed: 31_y,Unnamed: 32_x,Unnamed: 32_y,Unnamed: 33_x,Unnamed: 33_y,Unnamed: 34_x,Unnamed: 34_y,Unnamed: 35_x,Unnamed: 35_y,Unnamed: 36_x,Unnamed: 36_y,Unnamed: 37_x,Unnamed: 37_y,Unnamed: 38_x,Unnamed: 38_y,Unnamed: 39_x,Unnamed: 39_y,Unnamed: 40_x,Unnamed: 40_y,Unnamed: 41_x,Unnamed: 41_y,Unnamed: 42_x,Unnamed: 42_y,Unnamed: 43_x,Unnamed: 43_y,Unnamed: 44_x,Unnamed: 44_y,Unnamed: 45_x,Unnamed: 45_y,Unnamed: 46_x,Unnamed: 46_y,Unnamed: 47_x,Unnamed: 47_y,Unnamed: 48_x,Unnamed: 48_y,Unnamed: 49_x,Unnamed: 49_y,Unnamed: 50_x,Unnamed: 50_y,Unnamed: 51_x,Unnamed: 51_y,Unnamed: 52_x,Unnamed: 52_y,Unnamed: 53_x,Unnamed: 53_y,Unnamed: 54_x,Unnamed: 54_y,Unnamed: 55_x,Unnamed: 55_y,Unnamed: 56_x,Unnamed: 56_y,Unnamed: 57_x,Unnamed: 57_y,Unnamed: 58_x,Unnamed: 58_y,Unnamed: 59_x,Unnamed: 59_y,Unnamed: 60_x,Unnamed: 60_y,Unnamed: 61_x,Unnamed: 61_y,Unnamed: 62_x,Unnamed: 62_y,Unnamed: 63_x,Unnamed: 63_y,Unnamed: 64_x,Unnamed: 64_y,Unnamed: 65_x,Unnamed: 65_y,Unnamed: 66_x,Unnamed: 66_y,Unnamed: 67_x,Unnamed: 67_y,Unnamed: 68_x,Unnamed: 68_y,Unnamed: 69_x,Unnamed: 69_y,Unnamed: 70_x,Unnamed: 70_y,Unnamed: 71_x,Unnamed: 71_y,Unnamed: 72_x,Unnamed: 72_y,Unnamed: 73_x,Unnamed: 73_y,Unnamed: 74_x,Unnamed: 74_y,Unnamed: 75_x,Unnamed: 75_y,Unnamed: 76_x,Unnamed: 76_y,Unnamed: 77_x,Unnamed: 77_y,Unnamed: 78_x,Unnamed: 78_y,Unnamed: 79_x,Unnamed: 79_y,Unnamed: 80_x,Unnamed: 80_y,Unnamed: 81_x,Unnamed: 81_y,Unnamed: 82_x,Unnamed: 82_y,Unnamed: 83_x,Unnamed: 83_y,Unnamed: 84_x,Unnamed: 84_y,Unnamed: 85_x,Unnamed: 85_y,Unnamed: 86_x,Unnamed: 86_y,Unnamed: 87_x,Unnamed: 87_y,Unnamed: 88_x,Unnamed: 88_y,Unnamed: 89_x,Unnamed: 89_y,Unnamed: 90_x,Unnamed: 90_y,Unnamed: 91_x,Unnamed: 91_y,Unnamed: 92_x,Unnamed: 92_y,Unnamed: 93_x,Unnamed: 93_y,Unnamed: 94_x,Unnamed: 94_y,Unnamed: 95_x,Unnamed: 95_y,Unnamed: 96_x,Unnamed: 96_y,Unnamed: 97_x,Unnamed: 97_y,Unnamed: 98_x,Unnamed: 98_y,Unnamed: 99_x,Unnamed: 99_y,VORP,WS,WS/48,eFG%
207,10255,0.509,20166,30,0.179,168,0.008,4225,16.4,,,3020,4.6,5.5,4.0,11232,26.5,106.3,10285,0.506,20334,5896,0.696,8468,0.41600000000000004,1389.0,1392,1392,NBA,NBA,47368,47368,1.5,3859,9.7,100.0,24.2,3304,26496,Tim Duncan,,,1025,1.1,Career,3381,12.3,15091,18.4,0.551,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.3,206.4,0.209,0.507
208,470,0.44799999999999995,1049,155,0.341,455,0.303,567,33.6,21.0,21.0,24,0.6,1.5,-2.0,197,7.2,1.0,625,0.41600000000000004,1504,382,0.7020000000000001,544,0.36200000000000004,74.0,76,76,NBA,NBA,3045,3045,3.4,115,4.0,3.1,18.0,233,1787,Allen Iverson,PG,PG,157,2.6,1996-97,337,16.2,312,5.6,0.513,PHI,PHI,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,4.1,0.065,0.467
209,579,0.494,1172,70,0.298,235,0.16699999999999998,494,30.6,22.0,22.0,25,0.6,3.8,-0.7,210,7.7,2.8,649,0.461,1407,390,0.7290000000000001,535,0.38,80.0,80,80,NBA,NBA,3150,3150,4.5,86,3.1,6.3,20.4,200,1758,Allen Iverson,PG,PG,176,3.0,1997-98,244,12.9,296,5.4,0.535,PHI,PHI,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,9.0,0.138,0.486
210,377,0.44,857,58,0.29100000000000004,199,0.188,223,24.2,23.0,23.0,7,0.3,4.6,-0.3,170,10.1,2.9,435,0.41200000000000003,1056,356,0.7509999999999999,474,0.449,48.0,48,48,NBA,NBA,1990,1990,4.9,66,3.8,4.3,22.2,98,1284,Allen Iverson,SG,SG,110,3.0,1998-99,167,11.7,236,6.9,0.508,PHI,PHI,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,7.2,0.17300000000000001,0.439
211,640,0.435,1472,89,0.341,261,0.151,328,23.0,24.0,24.0,5,0.1,2.6,-0.8,196,7.7,3.6,729,0.42100000000000004,1733,442,0.713,620,0.358,70.0,70,70,NBA,NBA,2853,2853,3.4,71,2.7,3.3,20.0,162,1989,Allen Iverson,SG,SG,144,2.6,1999-00,230,10.3,267,5.2,0.496,PHI,PHI,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,6.9,0.11599999999999999,0.446
212,664,0.441,1507,98,0.32,306,0.16899999999999998,325,23.0,25.0,25.0,20,0.5,4.8,-0.1,223,8.3,4.5,762,0.42,1813,585,0.8140000000000001,719,0.397,71.0,71,71,NBA,NBA,2979,2979,5.0,50,1.9,7.3,24.0,147,2207,Allen Iverson,SG,SG,178,3.2,2000-01,237,10.0,273,5.2,0.518,PHI,PHI,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,11.8,0.19,0.447
213,587,0.419,1401,78,0.29100000000000004,268,0.161,331,27.6,26.0,26.0,13,0.4,3.8,0.2,225,9.6,4.3,665,0.39799999999999996,1669,475,0.812,585,0.35100000000000003,59.0,60,60,NBA,NBA,2622,2622,3.7,44,1.9,2.6,21.9,102,1883,Allen Iverson,SG,SG,168,3.5,2001-02,237,11.0,269,5.8,0.489,PHI,PHI,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,6.9,0.126,0.42200000000000004
214,720,0.44,1637,84,0.27699999999999997,303,0.156,454,25.1,27.0,27.0,13,0.3,2.8,-0.3,276,9.5,4.2,804,0.414,1940,570,0.774,736,0.379,82.0,82,82,NBA,NBA,3485,3485,3.1,68,2.3,5.0,21.2,149,2262,Allen Iverson,SG,SG,225,3.4,2002-03,286,11.2,344,5.8,0.5,PHI,PHI,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,9.2,0.127,0.436
215,378,0.408,926,57,0.28600000000000003,199,0.177,324,34.4,28.0,28.0,5,0.2,2.5,-0.6,144,8.2,2.3,435,0.387,1125,339,0.745,455,0.40399999999999997,47.0,48,48,NBA,NBA,2040,2040,3.1,34,2.0,0.5,19.3,87,1266,Allen Iverson,SG,SG,115,3.1,2003-04,209,13.6,178,5.1,0.478,PHI,PHI,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,2.8,0.066,0.41200000000000003
216,667,0.451,1480,104,0.308,338,0.18600000000000003,596,37.6,29.0,29.0,9,0.2,4.3,-0.5,248,8.9,3.7,771,0.424,1818,656,0.835,786,0.43200000000000005,75.0,75,75,NBA,NBA,3174,3174,4.8,51,1.8,5.3,23.2,140,2302,Allen Iverson,PG,PG,180,2.9,2004-05,344,13.7,299,5.3,0.532,PHI,PHI,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,9.0,0.136,0.45299999999999996
217,743,0.465,1599,72,0.32299999999999995,223,0.122,532,34.9,30.0,30.0,10,0.2,3.5,-2.5,188,7.1,1.8,815,0.447,1822,675,0.8140000000000001,829,0.455,72.0,72,72,NBA,NBA,3103,3103,6.0,44,1.7,8.8,25.9,121,2377,Allen Iverson,PG,PG,140,2.3,2005-06,248,10.2,232,4.4,0.5429999999999999,PHI,PHI,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,10.6,0.165,0.467
218,519,0.465,1116,62,0.315,197,0.15,468,29.6,31.0,31.0,13,0.3,0.8,-1.5,170,6.9,2.2,581,0.442,1313,485,0.795,610,0.465,64.0,65,65,NBA,NBA,2761,2761,2.2,23,1.0,4.0,19.6,95,1709,Allen Iverson,SG-PG,SG-PG,123,2.2,2006-07,268,14.5,193,4.0,0.54,TOT,TOT,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,6.2,0.10800000000000001,0.466
219,519,0.465,1116,62,0.315,197,0.145,468,34.0,31.0,31.0,13,0.1,2.0,-2.2,170,6.4,0.5,581,0.442,1313,485,0.795,610,0.475,64.0,65,15,NBA,NBA,2761,640,4.1,23,1.3,1.0,23.5,95,1709,Allen Iverson,SG-PG,PG,123,2.7,2006-07,268,13.0,193,3.8,0.529,TOT,PHI,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,1.6,0.11900000000000001,0.466
